,매장코드,매장명,매장종류,주소,위도,경도
529,956,천호로데오,reserve,서울특별시 강동구 천호대로 1037 (천호동),37.5378069,127.12730940000006
530,743,천호이마트,general,서울특별시 강동구 천호대로 1015-14 (천호동) 이마트별관,37.538984278389535,127.12517047134832
531,789,길동역,general,서울특별시 강동구 양재대로 1487 (길동),37.53870166831661,127.14013947484787
532,677,상일동,general,"서울특별시 강동구 상일로10길 36, 1~2층 (상일동)",37.550948358388766,127.17409536001483
533,17,천호역,general,"서울특별시 강동구 천호대로 1012, 태승빌딩 (성내동)",37.53795191,127.1245793
534,766,명일이마트,general,서울특별시 강동구 동남로75길 5 (명일동) 명일이마트별관주차장,37.55417877236837,127.15613409848525
535,1754,상일동역,general,"서울특별시 강동구 고덕로 399 (고덕동, 고덕센트럴푸르지오)",37.55756654027894,127.17076356349716
536,1682,천호사거리,general,서울특별시 강동구 올림픽로 651 (천호동),37.539702,127.123542
537,2015,강일역,general,"서울특별시 강동구 고덕로 429 (강일동), 1층",37.55747468801038,127.17351070838722
538,1843,올림픽공원북2문,general,서울특별시 강동구 강동대로 199 (성내동),37.5241832,127.1286775
539,1700,천호대로길동,general,서울특별시 강동구 천호대로 1131 거산 유팰리스,37.534651,127.137210
540,1283,신도림,general,서울특별시 구로구 경인로 610 (신도림동),37.505311902,126.883975986
541,1182,구로디지털타워,general,서울특별시 구로구 디지털로32길 30 (구로동),37.483472189,126.896856737
542,787,오류동역,general,서울특별시 구로구 경인로 216 (오류동),37.4962155,126.8448614
543,657,구로디지털로,general,"서울특별시 구로구 디지털로33길 11, 에이스테크노8차 1층 (구로동)",37.485699173,126.895991532
544,28,구로에이스,general,"서울특별시 구로구 디지털로 285, 에이스트윈타워1차 103호 (구로동)",37.484233766,126.894560454
545,333,구로하이엔드,general,"서울특별시 구로구 디지털로26길 5, 에이스하이엔드타워1차 103호 (구로동)",37.481618,126.893136
546,429,현대디큐브2F,general,서울특별시 구로구 경인로 662 (신도림동),37.509452982,126.889684147
547,568,구로호텔,general,"서울특별시 구로구 디지털로32길 72, 구로호텔 1층 (구로동)",37.4831293,126.89885909999998
548,428,현대디큐브B2,general,서울특별시 구로구 경인로 662 (신도림동),37.50924828,126.889981345
549,1868,구로고척,general,서울특별시 구로구 경인로 387 (고척동),37.49706,126.86315
550,1690,구로NC,general,서울특별시 구로구 구로중앙로 152 (구로동) 구로NC,37.501219,126.882798
551,2036,구로오류DT,generalDT,서울특별시 구로구 서해안로 2233 (오류동),37.4881292318832,126.834491889841
552,1996,구로구청,general,"서울특별시 구로구 가마산로 232 (구로동, 스페스큐브), B101호",37.49395067031256,126.88676120707717
553,2081,고척아이파크,general,"서울특별시 구로구 경인로43길 49 (고척동, 고척아이파크), 1층 D-101호",37.49930562934076,126.8582208923581
554,2290,신도림힐스테이트,general,서울특별시 구로구 경인로 625 (신도림동),37.506860026202624,126.88463805193277
555,1203,답십리역,general,서울특별시 동대문구 천호대로 263 (답십리동),37.568466,127.051106
556,1226,경희대삼거리,general,서울특별시 동대문구 회기로 141 (회기동),37.591531,127.052017
557,1171,외대정문,general,서울특별시 동대문구 이문로 93 (이문동),37.5953464,127.0590302
558,952,신설동역,general,서울특별시 동대문구 왕산로 19 (신설동),37.5767228,127.0255446
559,784,회기역사거리,general,서울특별시 동대문구 이문로 37 (회기동),37.590784,127.056098
560,242,외대,general,서울특별시 동대문구 휘경로 12-1 (이문동),37.59575188,127.0614002
561,485,장한평역,general,서울특별시 동대문구 장한로 10 (장안동),37.562337,127.065511
562,345,경희대,general,서울특별시 동대문구 경희대로 16-1 (회기동),37.5928812,127.05280849999997
563,2219,청량리역롯데캐슬스카이,general,"서울특별시 동대문구 답십리로 27 (전농동, 청량리역 롯데캐슬 SKY-L65)",37.579249267,127.045331071
564,2070,경동1960,general,서울특별시 동대문구 고산자로36길 3 (제기동),37.5796141021494,127.038684963773
565,1797,청량리역사,general,서울특별시 동대문구 왕산로 214 (전농동) 청량리역사 Connect Place6층,37.580565324,127.048564845
566,2246,답십리초교사거리,general,서울특별시 동대문구 전농로 38 (답십리동),37.5682540295405,127.057240883237
567,2213,장안사거리,general,서울특별시 동대문구 답십리로 267 (장안동),37.5727209002351,127.070092668638
568,1576,서울숲역,general,서울특별시 성동구 왕십리로 50 (성수동1가) 1층,37.541868967552624,127.04489904228212
569,1594,금호역,general,서울특별시 성동구 동호로 99 (금호동4가),37.5479939,127.0153343
570,1288,뚝섬역,general,서울특별시 성동구 아차산로 42 (성수동1가),37.546432,127.049042
571,1208,황학사거리,general,"서울특별시 성동구 왕십리로 410 (하왕십리동, 센트라스)",37.567644,127.023697
572,1246,성수역,general,서울특별시 성동구 성수이로 94 (성수동2가),37.543193,127.056943
573,1165,상왕십리역,general,서울특별시 성동구 왕십리로 382 (하왕십리동),37.5651102845783,127.028019796271
574,919,왕십리역,general,서울특별시 성동구 왕십리로 326 (도선동),37.5627541,127.0339072
575,160,한양대,general,"서울특별시 성동구 왕십리로 225 (행당동) 1,2층",37.55726984,127.0421649
576,90,엔터식스,general,서울특별시 성동구 왕십리광장로 17 (행당동),37.56175811,127.0383328
577,2062,신금호역,general,서울특별시 성동구 금호로 158-1 (금호동1가) 1~5층 전체,37.5549672,127.0201447
578,2055,왕십리역9번출구,general,서울특별시 성동구 고산자로 234 (행당동),37.5605427226347,127.035267332652
579,1928,성수,general,서울특별시 성동구 아차산로 104 (성수동2가),37.5444620830457,127.055413311106
580,1862,옥수,general,서울특별시 성동구 독서당로 202 (옥수동),37.5430298,127.0133661
581,1712,성수낙낙,general,서울특별시 성동구 광나루로8길 31 (성수동2가) 성수낙낙 1층 101~107호,37.547326,127.066367
582,1572,효창공원앞역,general,"서울특별시 용산구 백범로 313 (효창동, 용산 롯데캐슬 센터포레)",37.539305,126.963060
583,1655,서울역서부,general,서울특별시 용산구 만리재로 202 (서계동),37.555165,126.968446
584,1415,이태원역,general,서울특별시 용산구 이태원로 188 (이태원동),37.534273,126.994789
585,1339,한강진역R,reserve,서울특별시 용산구 이태원로 252 (한남동),37.537131,127.00098
586,1340,용산역써밋R,reserve,"서울특별시 용산구 한강대로 69 (한강로2가, 용산푸르지오써밋)",37.527586,126.965401
587,1268,이촌,general,서울특별시 용산구 이촌로 276 (이촌동),37.518605,126.977271
588,1253,신용산역,general,"서울특별시 용산구 한강대로 95 (한강로2가, 래미안용산)",37.528702,126.966757
589,1170,용산파크타워,general,"서울특별시 용산구 서빙고로 67 (용산동5가, 파크타워)",37.523818,126.970389
590,1115,남영동,general,서울특별시 용산구 한강대로 275 (갈월동),37.542831,126.972242
591,1093,한남동R,reserve,서울특별시 용산구 독서당로 94 (한남동),37.53485,127.010919
592,1040,서울타워,general,서울특별시 용산구 남산공원길 105 (용산동2가) YTN서울타워 1층,37.551102,126.988317
593,746,서울역동자동,general,서울특별시 용산구 한강대로 372 (동자동),37.551752,126.972694
594,612,순천향입구,general,서울특별시 용산구 대사관로 67 (한남동),37.533394,127.00563
595,135,숙대,general,서울특별시 용산구 청파로47길 57 (청파동3가),37.54460479,126.9672252
596,94,동빙고,general,서울특별시 용산구 장문로 12 (동빙고동),37.5289857,126.991782
597,370,숙대입구역,general,서울특별시 용산구 한강대로 291 (갈월동),37.544225782,126.971957017
598,257,용산아이파크몰,general,서울특별시 용산구 한강대로23길 55,37.5289068079414,126.964634547188
599,522,동부이촌동,general,서울특별시 용산구 이촌로 198 (이촌동),37.52111,126.96905
600,2031,숙명여대정문,general,서울특별시 용산구 청파로47길 100 (청파동2가) 프라임관B1F(로비층),37.54474797,126.96484196
601,1740,용산해링턴스퀘어,general,서울특별시 용산구 서빙고로 17 (한강로3가),37.5265379583476,126.967362090447
602,1990,경리단길,general,서울특별시 용산구 회나무로 3 (이태원동),37.53854,126.98737
603,1798,서울역사,general,서울특별시 용산구 한강대로 405 (동자동) 신-101호,37.55415699928705,126.97179361292846
604,1673,용산리첸시아,general,"서울특별시 용산구 백범로 341 (원효로1가, 리첸시아 용산)",37.538571,126.967409
605,1886,용산전자랜드,general,서울특별시 용산구 청파로 74 (한강로3가),37.53286105987034,126.96100091132484
606,1055,상봉,general,"서울특별시 중랑구 상봉로 131 (상봉동, 상봉 듀오트리스 주상복합)",37.597842,127.092509
607,964,중랑역,general,서울특별시 중랑구 망우로30길 3 (상봉동),37.5930326,127.07473579999998
608,903,중랑구청,general,서울특별시 중랑구 신내로 72,37.60538908,127.0957558
609,838,사가정역,general,서울특별시 중랑구 면목로 310,37.579594,127.087966
610,493,상봉역,general,서울특별시 중랑구 망우로 307 (상봉동),37.59689,127.08647
611,1668,묵동,general,"서울특별시 중랑구 동일로 952 (묵동, 로프트원 태릉입구역) 1층",37.615368,127.076633
612,2002,양원역,general,서울특별시 중랑구 양원역로10길 3 (망우동),37.6066536267232,127.106359790053
613,1749,중화역,general,서울특별시 중랑구 봉화산로 35 1층,37.60170912407773,127.07841136432036
